iter	RMSE
200	73195.67169
201	73142.52885
202	73089.48602
203	73037.86829
204	72990.46321
205	72921.70891
206	72877.75705
207	72794.34655
208	72714.84517
209	72667.139
210	72602.28859
211	72557.98752
212	72513.66694
213	72456.11974
214	72382.4654
215	72299.03448
216	72249.33406
217	72202.32588
218	72172.37435
219	72109.97583
220	72049.07066
221	71994.57078
222	71911.67513
223	71863.65051
224	71816.26059
225	71772.60896
226	71724.38068
227	71674.86118
228	71640.08829
229	71562.97832
230	71527.2571
231	71484.01241
232	71440.70044
233	71399.01956
234	71352.55967
235	71314.40796
236	71261.12309
237	71227.34491
238	71188.33012
239	71147.64901
240	71101.41265
241	71073.11724
242	71020.63729
243	70984.32602
244	70945.61501
245	70889.13242
246	70860.48794
247	70786.53617
248	70743.95844
249	70713.04971
250	70645.57973
251	70617.85144
252	70568.32581
253	70527.34822
254	70489.53248
255	70449.28368
256	70385.55655
257	70326.72244
258	70282.83385
259	70247.51036
260	70198.60633
261	70159.56275
262	70104.75258
263	70070.8699
264	70022.79361
265	70003.48504
266	69969.43624
267	69926.2119
268	69878.85777
269	69837.51713
270	69780.214
271	69734.13914
272	69699.01802
273	69654.86609
274	69606.80767
275	69564.39108
276	69515.87393
277	69491.42745
278	69443.10189
279	69408.64691
280	69369.3687
281	69323.62649
282	69278.15637
283	69244.47926
284	69214.38282
285	69171.81584
286	69123.26704
287	69074.3997
288	69034.54188
289	68988.36321
290	68959.37403
291	68882.56505
292	68855.34696
293	68815.32926
294	68769.05932
295	68729.08193
296	68699.54596
297	68656.14177
298	68625.60053
299	68604.07065
300	68571.79682
301	68541.29257
302	68495.9947
303	68462.74698
304	68431.14381
305	68394.55355
306	68368.95571
307	68348.91589
308	68293.50362
309	68265.53385
310	68225.37028
311	68186.84476
312	68125.39234
313	68094.41873
314	68039.9931
315	68000.40093
316	67965.00673
317	67926.23086
318	67888.01417
319	67863.62009
320	67822.1495
321	67789.67466
322	67742.55356
323	67687.12359
324	67669.58632
325	67619.09075
326	67578.77218
327	67549.16797
328	67526.63238
329	67503.10792
330	67467.27986
331	67427.45253
332	67388.31996
333	67329.74794
334	67290.35543
335	67263.46072
336	67229.88055
337	67192.66168
338	67152.29256
339	67110.9917
340	67087.7763
341	67028.92159
342	67013.85722
343	66990.4537
344	66960.9185
345	66933.06192
346	66889.14526
347	66863.24151
348	66833.63638
349	66793.76153
350	66751.69273
351	66728.19869
352	66699.39614
353	66669.57716
354	66632.17976
355	66606.25489
356	66571.57804
357	66544.82408
358	66507.77359
359	66470.25046
360	66439.29231
361	66412.91283
362	66373.02291
363	66345.16467
364	66310.30623
365	66276.80122
366	66238.89065
367	66211.87109
368	66170.56517
369	66146.59534
370	66087.90979
371	66062.09562
372	66033.88655
373	65995.82047
374	65957.94849
375	65928.26104
376	65889.86691
377	65857.17111
378	65840.28472
379	65815.23318
380	65802.79315
381	65760.98718
382	65738.18961
383	65698.82362
384	65656.33838
385	65633.70574
386	65591.84668
387	65556.75452
388	65533.07975
389	65499.34197
390	65467.4531
391	65443.04148
392	65424.05519
393	65393.73197
394	65365.70002
395	65329.8382
396	65275.65664
397	65234.36573
398	65201.05009
399	65168.75755
400	65142.28362
401	65121.3246
402	65069.6104
403	65048.40108
404	65031.11237
405	65006.71933
406	64980.22511
407	64941.94251
408	64915.47273
409	64899.82608
410	64867.51034
411	64831.25841
412	64806.55996
413	64792.35802
414	64754.07296
415	64718.92545
416	64676.71926
417	64636.13227
418	64600.08855
419	64555.63935
420	64538.33304
421	64491.39844
422	64476.50916
423	64451.45165
424	64432.25715
425	64409.81014
426	64378.76779
427	64336.68495
428	64306.96912
429	64283.46762
430	64248.20121
431	64228.80396
432	64210.12229
433	64195.02723
434	64168.91805
435	64151.39629
436	64118.17115
437	64090.1256
438	64056.823
439	64027.94233
440	63993.2628
441	63973.23118
442	63933.41555
443	63916.13655
444	63881.84299
445	63859.62122
446	63845.50086
447	63833.08054
448	63792.24669
449	63765.11502
450	63741.47883
451	63697.94813
452	63671.39552
453	63646.93809
454	63617.03182
455	63564.05915
456	63524.29064
457	63472.53537
458	63441.90484
459	63404.25879
460	63391.04277
461	63350.58527
462	63323.28529
463	63309.43144
464	63284.35515
465	63264.08189
466	63244.99292
467	63219.35867
468	63191.89654
469	63178.11207
470	63143.54218
471	63127.64218
472	63110.32529
473	63066.84108
474	63041.20314
475	63003.44139
476	62956.01737
477	62929.66713
478	62891.54284
479	62849.32052
480	62815.55529
481	62785.60616
482	62765.73798
483	62743.76974
484	62739.25728
485	62719.84802
486	62693.53526
487	62661.5035
488	62633.27215
489	62607.60383
490	62588.64684
491	62562.26766
492	62536.31298
493	62514.48701
494	62480.18349
495	62449.77935
496	62414.69787
497	62370.30523
498	62351.63991
499	62346.04547
500	62327.48841
501	62293.93681
502	62267.41668
503	62249.74448
504	62214.15699
505	62183.40512
506	62167.73286
507	62135.36368
508	62101.98331
509	62083.52175
510	62061.21152
511	62023.73446
512	62006.86339
513	61979.6691
514	61962.09846
515	61920.06499
516	61903.12822
517	61884.42305
518	61855.35236
519	61823.61792
520	61795.30261
521	61775.39157
522	61750.78151
523	61733.17086
524	61706.90631
525	61688.03678
526	61677.60039
527	61649.32475
528	61611.21063
529	61590.70531
530	61570.81254
531	61530.64273
532	61512.86493
533	61467.73237
534	61441.19737
535	61418.63059
536	61397.01442
537	61379.07722
538	61361.23514
539	61336.17967
540	61313.19539
541	61286.21088
542	61267.55153
543	61242.51884
544	61227.5658
545	61213.28601
546	61185.42198
547	61152.69799
548	61124.1687
549	61101.99113
550	61082.59105
551	61069.12179
552	61042.60246
553	61003.52028
554	60983.37332
555	60951.9435
556	60927.63979
557	60913.43405
558	60884.46653
559	60868.3001
560	60837.10177
561	60803.32473
562	60784.3022
563	60752.37244
564	60721.95212
565	60698.57899
566	60665.15777
567	60639.53111
568	60633.14117
569	60604.46501
570	60564.53836
571	60538.41848
572	60524.63604
573	60501.72888
574	60485.30783
575	60458.10929
576	60435.17384
577	60413.682
578	60391.79213
579	60381.4045
580	60359.34484
581	60334.08136
582	60300.301
583	60267.83353
584	60239.08495
585	60222.38334
586	60202.79571
587	60182.10607
588	60162.59934
589	60137.30138
590	60112.91575
591	60086.75565
592	60058.54461
593	60039.31273
594	60019.57096
595	60003.53083
596	59979.99729
597	59958.30286
598	59928.9588
599	59907.03286
600	59887.82336
601	59867.79681
602	59838.26753
603	59814.97966
604	59808.86917
605	59781.90239
606	59753.38484
607	59724.03458
608	59707.86574
609	59662.77536
610	59651.6145
611	59646.85229
612	59628.50676
613	59608.19161
614	59577.59419
615	59550.85882
616	59538.11661
617	59532.79851
618	59508.63893
619	59492.1635
620	59465.28853
621	59439.23534
622	59415.37071
623	59394.28727
624	59367.88756
625	59335.79861
626	59306.07142
627	59287.67279
628	59257.30822
629	59239.42205
630	59214.10939
631	59197.6304
632	59178.55909
633	59158.19287
634	59138.9039
635	59112.32947
636	59094.49382
637	59079.65688
638	59048.44057
639	59008.00825
640	58987.35101
641	58967.51968
642	58961.28989
643	58943.82347
644	58923.51275
645	58907.56369
646	58887.34761
647	58854.95963
648	58833.32325
649	58824.76065
650	58800.03048
651	58774.02141
652	58723.47998
653	58705.9436
654	58676.29168
655	58656.87078
656	58640.63754
657	58631.40574
658	58617.50042
659	58592.20984
660	58581.23242
661	58564.69457
662	58519.74363
663	58505.18244
664	58485.98836
665	58455.29344
666	58439.17393
667	58425.90998
668	58406.33319
669	58385.21394
670	58372.78253
671	58352.32997
672	58324.43524
673	58305.44203
674	58292.43121
675	58276.22834
676	58261.97505
677	58239.0317
678	58222.99852
679	58198.03871
680	58161.03685
681	58160.46163
682	58134.47832
683	58121.41847
684	58108.45761
685	58089.13068
686	58066.58453
687	58052.72732
688	58034.05643
689	57997.56842
690	57987.6769
691	57957.5894
692	57942.19316
693	57921.34117
694	57906.25371
695	57894.94636
696	57893.17807
697	57887.57646
698	57876.27581
699	57855.08888
700	57842.84925
701	57826.93385
702	57816.21185
703	57788.23118
704	57769.76866
705	57748.53393
706	57733.83346
707	57693.98303
708	57682.54535
709	57661.73106
710	57644.48082
711	57625.23361
712	57611.22728
713	57588.4997
714	57548.57256
715	57547.41502
716	57527.53497
717	57525.24404
718	57511.73378
719	57498.15193
720	57464.44836
721	57444.75616
722	57397.77341
723	57378.58551
724	57361.62285
725	57338.3124
726	57318.67006
727	57292.64229
728	57271.90295
729	57251.8672
730	57222.92069
731	57187.1752
732	57166.47945
733	57153.68903
734	57138.49172
735	57109.15123
736	57082.56369
737	57065.04965
738	57045.41199
739	57026.99049
740	57004.03186
741	56986.38541
742	56954.18192
743	56918.73191
744	56911.29056
745	56903.28579
746	56886.35477
747	56866.92904
748	56840.69114
749	56834.51445
750	56820.84067
751	56802.23505
752	56778.89677
753	56774.23574
754	56749.54181
755	56731.02612
756	56707.71189
757	56686.9694
758	56675.19611
759	56649.37396
760	56644.10889
761	56623.1439
762	56613.93132
763	56594.59177
764	56572.84704
765	56558.9388
766	56536.00201
767	56523.85908
768	56502.15525
769	56497.82912
770	56482.00426
771	56473.34991
772	56465.21319
773	56437.20353
774	56418.6767
775	56397.56138
776	56384.2169
777	56371.63039
778	56346.73118
779	56346.3857
780	56332.20068
781	56317.48479
782	56300.16505
783	56283.74781
784	56259.76402
785	56258.74403
786	56233.87045
787	56214.18482
788	56190.02463
789	56173.63546
790	56151.52023
791	56135.90128
792	56119.17795
793	56100.42217
794	56079.81588
795	56069.84191
796	56062.24629
797	56045.10976
798	56022.75617
799	56002.83013
800	55991.1319
801	55981.92236
802	55958.42279
803	55940.96584
804	55902.32795
805	55884.22564
806	55882.43554
807	55863.66998
808	55854.93712
809	55828.4306
810	55803.48026
811	55783.34062
812	55769.10818
813	55756.05298
814	55741.25459
815	55712.24088
816	55698.79292
817	55671.51154
818	55665.04604
819	55644.50006
820	55619.1945
821	55605.15282
822	55581.74117
823	55581.07404
824	55567.75043
825	55562.65246
826	55535.77121
827	55516.09079
828	55503.35539
829	55486.20483
830	55472.91818
831	55450.49488
832	55435.85455
833	55435.51753
834	55425.6802
835	55409.14465
836	55395.68833
837	55382.28916
838	55366.65217
839	55341.16779
840	55328.97452
841	55318.39722
842	55299.69537
843	55275.27671
844	55256.36426
845	55254.68598
846	55238.5524
847	55226.67067
848	55211.7147
849	55200.85873
850	55178.00363
851	55133.14005
852	55130.26227
853	55128.88392
854	55118.93424
855	55109.29894
856	55095.57019
857	55085.49661
858	55067.31526
859	55051.05181
860	55020.49213
861	55009.14426
862	54998.02297
863	54976.67425
864	54973.7147
865	54953.82854
866	54937.81466
867	54924.14541
868	54914.81089
869	54883.95029
870	54883.04645
871	54862.05097
872	54833.08189
873	54814.72961
874	54799.52651
875	54795.22237
876	54789.64542
877	54770.60236
878	54760.07833
879	54742.31667
880	54720.97123
881	54711.42241
882	54689.4369
883	54676.09707
884	54652.53215
885	54642.39872
886	54630.85028
887	54618.03661
888	54615.17494
889	54602.76737
890	54582.22389
891	54562.35061
892	54561.16005
893	54537.02509
894	54527.72881
895	54507.66973
896	54490.1038
897	54463.08384
898	54445.72422
899	54428.44079
900	54411.66477
901	54396.03414
902	54395.60761
903	54377.82726
904	54359.00798
905	54357.70318
906	54340.179
907	54327.50014
908	54320.51982
909	54305.23274
910	54279.99553
911	54277.74344
912	54268.21747
913	54254.89072
914	54242.90852
915	54241.85502
916	54218.99755
917	54198.07476
918	54191.81592
919	54172.58039
920	54163.40693
921	54148.66272
922	54131.1141
923	54114.16975
924	54112.9349
925	54097.29887
926	54086.71012
927	54076.08092
928	54058.19486
929	54047.16564
930	54031.39614
931	54017.09694
932	53995.82363
933	53989.08412
934	53970.51184
935	53952.34468
936	53940.46356
937	53925.2517
938	53898.19295
939	53862.39685
940	53847.46356
941	53831.14037
942	53807.3107
943	53776.291
944	53757.90527
945	53740.1326
946	53727.16612
947	53719.09941
948	53701.8761
949	53683.90516
950	53658.22703
951	53637.53232
952	53612.21721
953	53598.56846
954	53581.13448
955	53570.04199
956	53546.12386
957	53535.22498
958	53534.81938
959	53505.37612
960	53493.5152
961	53479.43985
962	53457.72974
963	53441.38725
964	53429.04684
965	53411.33507
966	53395.39282
967	53379.06722
968	53361.48537
969	53348.14409
970	53328.43105
971	53306.3749
972	53287.40476
973	53263.33893
974	53248.58787
975	53238.81748
976	53223.43885
977	53202.78607
978	53196.34668
979	53195.07052
980	53172.01732
981	53158.42446
982	53134.5734
983	53108.91185
984	53098.70468
985	53087.15353
986	53071.13651
987	53054.73307
988	53040.00539
989	53025.63933
990	53006.95801
991	52990.8078
992	52977.56841
993	52960.06561
994	52948.58235
995	52921.24594
996	52903.33354
997	52896.28361
998	52875.65969
999	52874.12451
1000	52852.5419
1001	52833.69692
1002	52809.32657
1003	52776.99925
1004	52766.30882
1005	52747.30161
1006	52731.3427
1007	52722.00421
1008	52708.78939
1009	52684.79338
1010	52664.10598
1011	52647.95451
1012	52630.80822
1013	52613.91202
1014	52607.54239
1015	52587.06856
1016	52551.68667
1017	52532.47958
1018	52516.66931
1019	52515.37254
1020	52490.74474
1021	52478.2409
1022	52463.40697
1023	52442.44146
1024	52426.835
1025	52413.06818
1026	52392.14558
1027	52377.18611
1028	52361.55843
1029	52338.96935
1030	52335.72739
1031	52318.65267
1032	52301.92837
1033	52289.92684
1034	52268.50647
1035	52267.00358
1036	52247.04015
1037	52234.27244
1038	52232.61529
1039	52223.49347
1040	52204.01211
1041	52190.2071
1042	52171.15673
1043	52166.58656
1044	52164.48793
1045	52144.34322
1046	52130.65072
1047	52123.66071
1048	52104.55918
1049	52090.87526
1050	52065.0413
1051	52046.34072
1052	52028.37067
1053	52010.90325
1054	52008.8546
1055	51987.66245
1056	51967.53667
1057	51952.24829
1058	51943.28053
1059	51926.86529
1060	51915.89571
1061	51900.3729
1062	51892.50319
1063	51878.83268
1064	51856.39512
1065	51843.38965
1066	51827.55574
1067	51805.53653
1068	51782.07206
1069	51768.91451
1070	51754.39282
1071	51745.68229
1072	51734.82212
1073	51722.05668
1074	51702.98167
1075	51686.45875
1076	51685.33527
1077	51667.60665
1078	51650.10836
1079	51633.5448
1080	51621.89161
1081	51608.2678
1082	51595.52267
1083	51572.26944
1084	51570.77591
1085	51544.95519
1086	51525.24803
1087	51508.43559
1088	51499.1322
1089	51486.08375
1090	51461.39765
1091	51460.88651
1092	51445.90465
1093	51432.69754
1094	51417.97903
1095	51398.02311
1096	51376.82197
1097	51362.3506
1098	51340.32757
1099	51322.33477
1100	51306.55227
1101	51300.99691
1102	51292.34017
1103	51285.16428
1104	51271.31465
1105	51246.37832
1106	51230.67622
1107	51221.06506
1108	51212.0882
1109	51193.94004
1110	51180.99941
1111	51160.13409
1112	51148.00455
1113	51129.80901
1114	51109.04839
1115	51099.60619
1116	51097.9956
1117	51089.69847
1118	51073.61591
1119	51060.98714
1120	51041.68809
1121	51030.5682
1122	51013.4944
1123	50990.76651
1124	50983.61372
1125	50974.03458
1126	50965.231
1127	50944.02123
1128	50930.89703
1129	50903.51193
1130	50900.87197
1131	50893.17763
1132	50881.76123
1133	50861.86925
1134	50846.72657
1135	50831.70094
1136	50813.4368
1137	50780.11599
1138	50763.53599
1139	50749.4331
1140	50736.41073
1141	50727.16795
1142	50710.95474
1143	50694.69645
1144	50677.19522
1145	50660.73594
1146	50645.57973
1147	50631.89942
1148	50615.52117
1149	50598.21962
1150	50571.44157
1151	50549.90008
1152	50539.43815
1153	50520.63811
1154	50508.75388
1155	50481.17296
1156	50475.04746
1157	50463.52645
1158	50453.96372
1159	50438.0272
1160	50426.69674
1161	50411.31969
1162	50395.1672
1163	50373.39168
1164	50351.04125
1165	50339.95138
1166	50329.73561
1167	50311.24851
1168	50284.761
1169	50261.30822
1170	50251.19256
1171	50222.58016
1172	50221.86018
1173	50205.16599
1174	50197.78418
1175	50183.2083
1176	50171.95272
1177	50161.61132
1178	50147.958
1179	50134.35476
1180	50118.99966
1181	50105.33437
1182	50095.0826
1183	50083.90998
1184	50068.45284
1185	50054.4987
1186	50041.18981
1187	50028.68728
1188	50012.95113
1189	49993.23669
1190	49992.99683
1191	49972.7148
1192	49958.63622
1193	49948.59804
1194	49940.72972
1195	49936.84687
1196	49925.72288
1197	49918.01207
1198	49903.2749
1199	49882.38483
1200	49871.53553
1201	49862.43062
1202	49862.14591
1203	49845.1942
1204	49830.24954
1205	49814.90073
1206	49810.31364
1207	49787.86233
1208	49769.69964
1209	49754.04916
1210	49744.85746
1211	49736.592
1212	49734.81425
1213	49717.27234
1214	49689.05805
1215	49668.91143
1216	49651.34736
1217	49634.11706
1218	49619.58015
1219	49606.23115
1220	49587.43289
1221	49570.296
1222	49557.15053
1223	49546.38107
1224	49533.61396
1225	49524.40543
1226	49513.02726
1227	49495.42372
1228	49485.35911
1229	49475.33163
1230	49468.499
1231	49451.35324
1232	49445.34027
1233	49436.71972
1234	49429.89526
1235	49415.0698
1236	49406.60793
1237	49387.69089
1238	49373.90287
1239	49357.89352
1240	49324.28133
1241	49310.14716
1242	49299.22118
1243	49290.64231
1244	49278.73431
1245	49264.75169
1246	49244.51682
1247	49230.11262
1248	49206.84129
1249	49195.31073
1250	49174.39597
1251	49158.74077
1252	49153.98844
1253	49148.30826
1254	49128.33647
1255	49110.70758
1256	49087.36234
1257	49069.84223
1258	49057.5512
1259	49046.41583
1260	49040.58294
1261	49024.12966
1262	49006.28677
1263	48991.69354
1264	48983.89138
1265	48973.00094
1266	48964.47705
1267	48958.7504
1268	48938.5187
1269	48928.65604
1270	48920.10635
1271	48916.78451
1272	48911.37458
1273	48891.89997
1274	48885.45463
1275	48873.37155
1276	48846.40187
1277	48838.30499
1278	48829.0396
1279	48822.43747
1280	48805.83375
1281	48785.78862
1282	48776.01806
1283	48757.68402
1284	48735.95847
1285	48721.69079
1286	48708.55559
1287	48689.58072
1288	48679.38488
1289	48668.89155
1290	48661.22908
1291	48645.84555
1292	48619.46816
1293	48610.3529
1294	48599.63969
1295	48599.50975
1296	48589.9375
1297	48575.84004
1298	48564.79594
1299	48553.72721
1300	48531.74118
1301	48511.08803
1302	48494.81461
1303	48478.66703
1304	48466.44711
1305	48455.08907
1306	48439.10984
1307	48432.20052
1308	48421.81841
1309	48410.68973
1310	48404.77148
1311	48394.23031
1312	48387.49441
1313	48377.16469
1314	48366.94975
1315	48345.31254
1316	48336.45622
1317	48318.83065
1318	48302.59784
1319	48298.36201
1320	48284.90775
1321	48269.98778
1322	48262.48534
1323	48249.65341
1324	48229.05785
1325	48212.0192
1326	48203.07851
1327	48191.31946
1328	48166.9911
1329	48149.54213
1330	48140.05284
1331	48132.05822
1332	48113.97863
1333	48099.30459
1334	48079.26386
1335	48070.55995
1336	48058.57259
1337	48056.97072
1338	48033.28632
1339	48011.64151
1340	47996.51069
1341	47968.18067
1342	47953.88553
1343	47944.78824
1344	47928.86015
1345	47917.89212
1346	47903.62363
1347	47892.60578
1348	47874.74814
1349	47860.77151
1350	47839.61256
1351	47830.26994
1352	47819.50503
1353	47809.49658
1354	47793.90169
1355	47780.10921
1356	47769.12477
1357	47761.71838
1358	47750.77762
1359	47744.97922
1360	47734.43682
1361	47724.8
1362	47713.59056
1363	47692.39002
1364	47665.11059
1365	47659.47924
1366	47647.61702
1367	47639.53211
1368	47632.06827
1369	47625.03294
1370	47618.43325
1371	47602.73227
1372	47589.2037
1373	47574.93395
1374	47564.91649
1375	47548.32207
1376	47536.89609
1377	47526.13669
1378	47515.72093
1379	47498.29314
1380	47488.25641
1381	47477.47815
1382	47467.07745
1383	47454.36052
1384	47440.89631
1385	47432.74816
1386	47421.43474
1387	47410.33699
1388	47402.38286
1389	47393.64123
1390	47376.77787
1391	47366.2003
1392	47354.79639
1393	47330.28654
1394	47322.40574
1395	47312.33462
1396	47303.41151
1397	47285.40231
1398	47261.29842
1399	47254.20505
1400	47238.46566
1401	47227.7473
1402	47218.13936
1403	47204.77351
1404	47194.12382
1405	47178.28865
1406	47165.24586
1407	47148.37642
1408	47133.79305
1409	47114.76368
1410	47108.52129
1411	47096.55794
1412	47083.62201
1413	47071.48566
1414	47057.1992
1415	47042.66144
1416	47036.12531
1417	47026.5838
1418	47020.83824
1419	47011.11746
1420	46997.21254
1421	46986.71452
1422	46979.24728
1423	46969.48456
1424	46964.07295
1425	46951.89709
1426	46944.301
1427	46931.564
1428	46924.39251
1429	46912.24873
1430	46892.50883
1431	46884.74967
1432	46873.1636
1433	46864.49533
1434	46846.05792
1435	46831.27671
1436	46825.47759
1437	46816.17463
1438	46806.7305
1439	46792.98957
1440	46788.61271
1441	46782.71759
1442	46770.77293
1443	46754.73255
1444	46730.94217
1445	46714.54097
1446	46708.84145
1447	46686.72597
1448	46672.72815
1449	46662.55327
1450	46653.24044
1451	46641.32867
1452	46631.74036
1453	46631.67411
1454	46614.26232
1455	46602.78964
1456	46585.13178
1457	46569.11216
1458	46554.09546
1459	46550.00848
1460	46531.05685
1461	46520.02161
1462	46504.05086
1463	46493.07048
1464	46485.10132
1465	46474.68486
1466	46463.28472
1467	46445.28691
1468	46435.79359
1469	46430.15124
1470	46417.62039
1471	46406.07342
1472	46395.08503
1473	46382.46816
1474	46363.48777
1475	46353.22384
1476	46333.9423
1477	46313.91503
1478	46307.33351
1479	46292.38524
1480	46283.21659
1481	46266.44546
1482	46256.95483
1483	46239.30587
1484	46232.06619
1485	46226.02305
1486	46215.74436
1487	46204.5765
1488	46193.37772
1489	46180.74125
1490	46169.98246
1491	46155.49971
1492	46148.94173
1493	46138.96194
1494	46129.85571
1495	46120.35121
1496	46107.45287
1497	46095.61967
1498	46075.76663
1499	46067.22232
1500	46057.73456
1501	46044.16544
1502	46021.35267
1503	45995.10943
1504	45982.02902
1505	45980.90193
1506	45968.46436
1507	45943.44472
1508	45931.78776
1509	45922.19972
1510	45907.99554
1511	45899.98482
1512	45888.02568
1513	45879.65324
1514	45875.0625
1515	45854.59881
1516	45843.73275
1517	45831.79907
1518	45815.49416
1519	45794.15553
1520	45782.26847
1521	45761.86529
1522	45751.02887
1523	45734.52313
1524	45720.72983
1525	45705.81431
1526	45692.93234
1527	45683.1082
1528	45672.29952
1529	45651.26698
1530	45644.48771
1531	45637.1016
1532	45626.76094
1533	45621.61984
1534	45615.45734
1535	45607.21562
1536	45588.9196
1537	45570.65744
1538	45555.88908
1539	45555.70758
1540	45542.05027
1541	45526.68783
1542	45517.37119
1543	45512.02181
1544	45502.68702
1545	45497.5805
1546	45489.77995
1547	45475.99222
1548	45465.64138
1549	45465.30125
1550	45454.65768
1551	45440.85962
1552	45424.1909
1553	45418.66814
1554	45409.83905
1555	45396.52418
1556	45383.58998
1557	45373.24908
1558	45355.7572
1559	45335.71126
1560	45320.93324
1561	45306.6876
1562	45299.36328
1563	45293.80197
1564	45284.33083
1565	45276.89911
1566	45266.5714
1567	45252.86983
1568	45243.10509
1569	45229.62191
1570	45220.51801
1571	45210.71847
1572	45199.26578
1573	45183.16022
1574	45175.09813
1575	45165.11683
1576	45159.38951
1577	45152.79149
1578	45137.86393
1579	45125.75609
1580	45116.78193
1581	45108.38876
1582	45096.98038
1583	45083.04669
1584	45076.0286
1585	45067.82721
1586	45059.48423
1587	45047.07538
1588	45040.1191
1589	45032.63686
1590	45012.24603
1591	45000.43656
1592	44994.43483
1593	44982.8674
1594	44966.15976
1595	44953.31641
1596	44932.36881
1597	44920.54173
1598	44906.69564
1599	44896.57546
1600	44888.52066
1601	44881.59566
1602	44872.5529
1603	44864.33281
1604	44854.83121
1605	44845.24428
1606	44834.73869
1607	44805.09766
1608	44798.49963
1609	44794.4034
1610	44790.93566
1611	44781.87551
1612	44770.0624
1613	44759.52956
1614	44753.82871
1615	44738.65195
1616	44730.9152
1617	44722.55771
1618	44715.04023
1619	44706.11598
1620	44695.67157
1621	44682.79391
1622	44667.00148
1623	44658.36369
1624	44647.94726
1625	44640.0553
1626	44621.07507
1627	44613.8285
1628	44599.07126
1629	44580.5223
1630	44573.48708
1631	44559.75965
1632	44550.46951
1633	44541.10572
1634	44531.88926
1635	44519.35204
1636	44513.29768
1637	44502.03118
1638	44468.5718
1639	44455.29409
1640	44448.16185
1641	44435.67703
1642	44423.26041
1643	44408.79367
1644	44397.71491
1645	44395.09179
1646	44391.49435
1647	44379.07737
1648	44368.35294
1649	44357.87468
1650	44346.43582
1651	44343.87141
1652	44340.37219
1653	44325.13703
1654	44315.0163
1655	44305.84517
1656	44297.50461
1657	44290.12553
1658	44270.81305
1659	44255.83443
1660	44241.70429
1661	44230.99861
1662	44213.2989
1663	44191.23884
1664	44182.92528
1665	44173.65045
1666	44163.64586
