iter	RMSE
1667	44154.30689
1668	44138.25948
1669	44129.27376
1670	44114.24914
1671	44094.23777
1672	44080.93669
1673	44073.73468
1674	44065.74436
1675	44055.88363
1676	44049.90364
1677	44045.72044
1678	44038.96358
1679	44023.868
1680	44008.44559
1681	44001.24175
1682	43991.53508
1683	43987.6257
1684	43975.61141
1685	43965.90015
1686	43943.17235
1687	43934.99681
1688	43925.15242
1689	43914.057
1690	43910.04724
1691	43894.2834
1692	43884.92269
1693	43875.87961
1694	43862.20484
1695	43851.03637
1696	43842.14122
1697	43830.50053
1698	43816.46439
1699	43802.46126
1700	43786.78222
1701	43775.2563
1702	43764.31246
1703	43752.1817
1704	43741.88799
1705	43732.31417
1706	43724.73521
1707	43719.13569
1708	43709.35651
1709	43702.70414
1710	43696.37245
1711	43689.97237
1712	43676.72194
1713	43671.53639
1714	43663.60632
1715	43656.55739
1716	43656.38932
1717	43638.50608
1718	43630.98281
1719	43619.71833
1720	43611.51124
1721	43601.29348
1722	43592.18193
1723	43579.93193
1724	43572.18237
1725	43558.38663
1726	43551.66541
1727	43547.52024
1728	43532.41627
1729	43523.57096
1730	43509.36202
1731	43498.44
1732	43489.25064
1733	43471.273
1734	43463.28062
1735	43455.29511
1736	43439.15022
1737	43431.4155
1738	43420.44532
1739	43407.89486
1740	43399.08206
1741	43390.00027
1742	43379.8288
1743	43368.26339
1744	43343.31905
1745	43325.36955
1746	43312.94087
1747	43299.80838
1748	43293.44136
1749	43287.01547
1750	43275.04747
1751	43264.48558
1752	43251.47608
1753	43234.80379
1754	43221.10231
1755	43211.31256
1756	43202.57596
1757	43189.53497
1758	43180.13049
1759	43170.99018
1760	43155.34834
1761	43143.84815
1762	43130.48778
1763	43121.03337
1764	43116.30594
1765	43107.74876
1766	43103.35024
1767	43088.49093
1768	43083.49284
1769	43078.17297
1770	43071.55817
1771	43057.4714
1772	43046.58909
1773	43037.13572
1774	43029.66875
1775	43023.32834
1776	43016.4392
1777	43013.57879
1778	43005.44691
1779	43000.41389
1780	42996.79854
1781	42989.18082
1782	42977.89866
1783	42971.50288
1784	42965.79271
1785	42961.48644
1786	42956.05625
1787	42946.7248
1788	42932.65104
1789	42927.59905
1790	42921.355
1791	42906.53944
1792	42897.61848
1793	42889.45693
1794	42885.27546
1795	42879.41635
1796	42869.4892
1797	42861.24822
1798	42853.13566
1799	42846.36554
1800	42843.33712
1801	42834.97112
1802	42830.78058
1803	42820.82365
1804	42808.20467
1805	42799.3398
1806	42794.66062
1807	42780.13382
1808	42769.96425
1809	42756.4495
1810	42750.89665
1811	42740.98475
1812	42728.99092
1813	42723.91427
1814	42716.25157
1815	42708.55861
1816	42702.60925
1817	42695.94591
1818	42687.11354
1819	42673.0564
1820	42666.69481
1821	42653.03091
1822	42634.39777
1823	42626.40671
1824	42619.02574
1825	42612.25651
1826	42603.26958
1827	42592.8882
1828	42585.60066
1829	42576.16589
1830	42564.92742
1831	42555.38719
1832	42550.55563
1833	42545.33639
1834	42531.25707
1835	42518.73321
1836	42505.38882
1837	42484.2466
1838	42479.56523
1839	42470.91008
1840	42461.06025
1841	42450.72063
1842	42438.65286
1843	42432.26921
1844	42422.44262
1845	42417.74553
1846	42408.36544
1847	42401.99958
1848	42392.91888
1849	42386.92401
1850	42375.16374
1851	42366.71577
1852	42361.4291
1853	42349.20049
1854	42343.44552
1855	42334.45673
1856	42319.83583
1857	42310.89439
1858	42294.23226
1859	42283.12528
1860	42271.99174
1861	42257.62039
1862	42241.86549
1863	42236.53046
1864	42225.09717
1865	42219.65801
1866	42212.89134
1867	42204.72684
1868	42198.0385
1869	42187.07135
1870	42178.15165
1871	42172.07739
1872	42162.88159
1873	42151.11344
1874	42133.33762
1875	42121.18674
1876	42115.93984
1877	42103.50899
1878	42099.8174
1879	42095.3763
1880	42084.6221
1881	42070.37902
1882	42067.44521
1883	42061.05565
1884	42050.79639
1885	42044.07407
1886	42031.91072
1887	42018.73709
1888	42008.5144
1889	41997.92772
1890	41990.4681
1891	41973.78675
1892	41967.10908
1893	41957.06005
1894	41951.08689
1895	41937.10159
1896	41924.70948
1897	41914.06722
1898	41907.30615
1899	41888.24701
1900	41869.07872
1901	41853.81189
1902	41845.4445
1903	41838.11326
1904	41819.54687
1905	41806.31927
1906	41793.32509
1907	41780.36503
1908	41774.64435
1909	41764.22549
1910	41759.34049
1911	41749.21086
1912	41738.79447
1913	41732.85598
1914	41727.72372
1915	41721.7897
1916	41714.5284
1917	41694.8447
1918	41690.54589
1919	41677.80679
1920	41652.08485
1921	41639.95287
1922	41629.85568
1923	41620.50504
1924	41613.11479
1925	41611.52936
1926	41605.09402
1927	41590.93471
1928	41585.08682
1929	41575.87742
1930	41569.39308
1931	41561.06598
1932	41555.36204
1933	41552.88283
1934	41552.8513
1935	41546.52142
1936	41541.40951
1937	41531.11373
1938	41524.60484
1939	41506.90765
1940	41497.72261
1941	41490.18398
1942	41483.32039
1943	41470.10746
1944	41460.1422
1945	41456.20989
1946	41446.34711
1947	41441.29278
1948	41431.79173
1949	41421.64087
1950	41408.78102
1951	41403.30187
1952	41394.65188
1953	41391.16062
1954	41385.60033
1955	41378.10516
1956	41371.09994
1957	41362.35483
1958	41354.97986
1959	41335.22486
1960	41329.93346
1961	41324.07525
1962	41301.72694
1963	41297.20476
1964	41290.24554
1965	41276.4294
1966	41267.40183
1967	41261.21492
1968	41247.16529
1969	41223.18009
1970	41216.76919
1971	41205.51593
1972	41193.87401
1973	41182.6466
1974	41171.52351
1975	41164.51838
1976	41157.11082
1977	41147.21052
1978	41133.4234
1979	41127.0022
1980	41123.86071
1981	41114.02111
1982	41103.79496
1983	41089.13131
1984	41077.12217
1985	41059.96355
1986	41053.22334
1987	41048.47408
1988	41044.23154
1989	41036.10703
1990	41031.47294
1991	41022.39091
1992	41001.95749
1993	40983.29878
1994	40972.0949
1995	40965.68868
1996	40959.23852
1997	40949.34884
1998	40939.05873
1999	40924.69984
2000	40917.91677
2001	40907.62247
2002	40901.96441
2003	40893.8837
2004	40877.96321
2005	40871.34977
2006	40858.605
2007	40855.12647
2008	40847.68559
2009	40840.34721
2010	40824.74999
2011	40816.98893
2012	40813.93945
2013	40806.42134
2014	40799.00885
2015	40789.94601
2016	40779.30007
2017	40774.42301
2018	40768.43766
2019	40764.16899
2020	40755.62123
2021	40748.12207
2022	40725.92747
2023	40713.60946
2024	40705.81603
2025	40696.42583
2026	40685.752
2027	40678.97411
2028	40674.86396
2029	40653.95944
2030	40635.52483
2031	40619.53455
2032	40617.97238
2033	40610.50048
2034	40602.82125
2035	40596.1107
2036	40587.98681
2037	40582.45258
2038	40573.18106
2039	40566.23306
2040	40551.337
2041	40544.48486
2042	40540.86519
2043	40535.83817
2044	40522.0948
2045	40515.38193
2046	40508.46705
2047	40498.64567
2048	40488.73079
2049	40479.47303
2050	40460.99263
2051	40448.75086
2052	40442.12536
2053	40430.12205
2054	40420.83132
2055	40409.2951
2056	40403.1808
2057	40396.4648
2058	40387.64401
2059	40370.38912
2060	40363.97766
2061	40351.51255
2062	40345.54684
2063	40338.06164
2064	40330.40522
2065	40325.21433
2066	40312.59457
2067	40305.69572
2068	40297.42449
2069	40293.39259
2070	40288.34514
2071	40281.95391
2072	40269.87701
2073	40264.20149
2074	40258.71701
2075	40247.81155
2076	40240.68928
2077	40234.85615
2078	40234.22268
2079	40228.54008
2080	40209.90376
2081	40204.8993
2082	40199.06681
2083	40180.08898
2084	40169.88801
2085	40160.8686
2086	40156.05997
2087	40152.63251
2088	40146.80666
2089	40137.55633
2090	40118.92129
2091	40108.33446
2092	40099.97903
2093	40087.52514
2094	40081.17336
2095	40068.85774
2096	40062.37499
2097	40057.63877
2098	40053.41345
2099	40046.52922
2100	40041.0326
2101	40033.8715
2102	40027.07354
2103	40022.63113
2104	40017.28517
2105	40011.31336
2106	40004.92325
2107	39981.75337
2108	39978.93648
2109	39971.85223
2110	39959.07883
2111	39953.28188
2112	39950.53689
2113	39945.72693
2114	39935.92579
2115	39927.84074
2116	39919.72898
2117	39915.77374
2118	39906.97864
2119	39901.57802
2120	39895.25866
2121	39886.64108
2122	39878.94485
2123	39867.22747
2124	39860.54352
2125	39851.54837
2126	39845.42366
2127	39838.51686
2128	39832.23599
2129	39825.74489
2130	39818.83721
2131	39809.4753
2132	39798.60778
2133	39792.15257
2134	39781.30853
2135	39763.20505
2136	39758.7951
2137	39750.28611
2138	39728.27018
2139	39718.9336
2140	39713.96781
2141	39704.16171
2142	39697.59106
2143	39693.7665
2144	39688.58634
2145	39682.20338
2146	39677.01638
2147	39669.03943
2148	39655.53617
2149	39645.96131
2150	39641.66386
2151	39631.35968
2152	39614.91724
2153	39608.09998
2154	39597.97402
2155	39592.06406
2156	39588.7475
2157	39581.06318
2158	39575.75784
2159	39572.34291
2160	39567.07362
2161	39554.94177
2162	39538.03842
2163	39533.18949
2164	39527.70142
2165	39522.64446
2166	39509.34683
2167	39503.74509
2168	39497.50265
2169	39493.73355
2170	39487.20219
2171	39479.87859
2172	39474.82924
2173	39462.37061
2174	39457.61307
2175	39448.53336
2176	39439.55133
2177	39436.52944
2178	39429.59656
2179	39414.67981
2180	39408.94353
2181	39402.46221
2182	39394.21486
2183	39386.91484
2184	39380.57949
2185	39372.49508
2186	39364.26965
2187	39360.20487
2188	39354.72116
2189	39346.71375
2190	39330.40649
2191	39323.08749
2192	39319.65886
2193	39318.86516
2194	39316.23334
2195	39306.86824
2196	39301.18962
2197	39293.02992
2198	39287.68307
2199	39280.20413
2200	39270.96166
2201	39265.46141
2202	39258.02323
2203	39252.39391
2204	39246.68924
2205	39238.39983
2206	39231.35995
2207	39227.68557
2208	39223.89866
2209	39217.21753
2210	39208.83045
2211	39196.00397
2212	39186.46302
2213	39181.5936
2214	39169.62278
2215	39159.642
2216	39152.92451
2217	39152.24627
2218	39141.74389
2219	39129.40583
2220	39108.83023
2221	39101.87407
2222	39089.28868
2223	39081.34728
2224	39071.9287
2225	39056.48749
2226	39050.27829
2227	39045.22078
2228	39034.30785
2229	39021.22149
2230	39012.62607
2231	39007.09994
2232	39000.36142
2233	38994.69631
2234	38990.24093
2235	38980.22935
2236	38969.84174
2237	38963.17113
2238	38959.77891
2239	38946.97189
2240	38939.79904
2241	38931.94008
2242	38921.42163
2243	38915.5383
2244	38910.38782
2245	38890.8287
2246	38878.45567
2247	38872.05623
2248	38862.74368
2249	38857.79961
2250	38848.70093
2251	38841.96222
2252	38820.1826
2253	38809.24445
2254	38802.2065
2255	38787.84979
2256	38780.31609
2257	38756.25381
2258	38749.64788
2259	38740.44121
2260	38729.2998
2261	38723.20801
2262	38716.76031
2263	38706.58099
2264	38700.21021
2265	38692.52123
2266	38683.05023
2267	38676.59967
2268	38669.23021
2269	38662.32741
2270	38659.73135
2271	38655.99014
2272	38647.75081
2273	38644.24931
2274	38640.05745
2275	38633.01948
2276	38624.89961
2277	38612.63654
2278	38596.14751
2279	38592.91867
2280	38586.2909
2281	38571.38879
2282	38562.74492
2283	38557.65246
2284	38553.43307
2285	38543.08851
2286	38532.28396
2287	38527.70051
2288	38519.29674
2289	38514.70249
2290	38508.14291
2291	38489.19756
2292	38483.67056
2293	38474.99766
2294	38467.79732
2295	38467.75799
2296	38459.68267
2297	38449.85929
2298	38445.15167
2299	38432.07188
2300	38421.86662
2301	38416.17925
2302	38406.53034
2303	38399.75597
2304	38395.69011
2305	38390.37188
2306	38377.55267
2307	38369.53118
2308	38360.36629
2309	38353.77677
2310	38335.88187
2311	38326.28023
2312	38320.53483
2313	38320.44893
2314	38309.03753
2315	38300.61599
2316	38295.64987
2317	38292.78708
2318	38286.14588
2319	38283.0215
2320	38271.7643
2321	38262.49227
2322	38248.98025
2323	38240.97656
2324	38235.95556
2325	38228.51058
2326	38222.10774
2327	38214.95975
2328	38199.58818
2329	38188.15066
2330	38180.40689
2331	38172.24948
2332	38165.1657
2333	38154.88866
2334	38145.73279
2335	38145.65596
2336	38135.00751
2337	38121.56237
2338	38113.98155
2339	38104.27923
2340	38097.87795
2341	38094.36687
2342	38089.58852
2343	38086.39428
2344	38082.19984
2345	38074.23462
2346	38069.71973
2347	38064.34694
2348	38057.3526
2349	38048.18769
2350	38039.86092
2351	38033.16318
2352	38023.92651
2353	38018.79158
2354	38013.94968
2355	38008.93801
2356	38001.07189
2357	37996.47044
2358	37991.62809
2359	37984.95444
2360	37980.65024
2361	37973.11684
2362	37964.58201
2363	37956.03472
2364	37951.53715
2365	37937.54243
2366	37929.99275
2367	37926.64154
2368	37921.80322
2369	37917.13354
2370	37898.93196
2371	37895.23468
2372	37884.37311
2373	37877.13183
2374	37869.47133
2375	37864.26101
2376	37859.11285
2377	37833.74072
2378	37827.11931
2379	37821.76604
2380	37816.49052
2381	37808.43827
2382	37799.93421
2383	37794.01773
2384	37786.43228
2385	37781.80634
2386	37768.79292
2387	37762.07875
2388	37751.48667
2389	37747.15627
2390	37743.89349
2391	37737.28737
2392	37731.53671
2393	37728.12074
2394	37719.74074
2395	37714.14279
2396	37707.36577
2397	37702.28192
2398	37693.09554
2399	37687.26293
2400	37677.94961
2401	37674.51036
2402	37667.78142
2403	37660.41608
2404	37652.3296
2405	37640.46791
2406	37638.75698
2407	37630.98332
2408	37623.53522
2409	37620.02767
2410	37612.82186
2411	37601.00248
2412	37595.44404
2413	37588.04067
2414	37585.06077
2415	37579.91046
2416	37570.05199
2417	37563.17663
2418	37556.22546
2419	37548.50987
2420	37539.16581
2421	37536.3804
2422	37531.27739
2423	37523.07763
2424	37516.89991
2425	37505.70302
2426	37497.04651
2427	37491.38908
2428	37483.67381
2429	37477.44605
2430	37466.77169
2431	37462.4779
2432	37458.58202
2433	37453.81785
2434	37444.21465
2435	37438.43652
2436	37425.58606
2437	37421.56659
2438	37414.91302
2439	37409.64757
2440	37400.60725
2441	37392.72281
2442	37380.77875
2443	37367.71722
2444	37358.58349
2445	37346.4967
2446	37345.21328
2447	37337.96821
2448	37325.46835
2449	37317.92952
2450	37312.89055
2451	37305.05296
2452	37288.62551
2453	37282.75622
2454	37272.08786
2455	37262.86069
2456	37257.82697
2457	37251.18855
2458	37243.88646
2459	37232.08887
2460	37228.68204
2461	37223.09377
2462	37216.13093
2463	37211.12241
2464	37206.37857
2465	37192.5999
2466	37187.10827
2467	37180.19378
2468	37174.53541
2469	37166.51458
2470	37158.09949
2471	37151.0821
2472	37131.33813
2473	37124.41339
2474	37120.59061
2475	37117.17593
2476	37110.35693
2477	37101.24074
2478	37095.20792
2479	37091.97117
2480	37088.16046
2481	37080.80425
2482	37078.6593
2483	37073.55223
2484	37061.89745
2485	37049.89192
2486	37048.25042
2487	37041.34676
2488	37031.56217
2489	37027.5942
2490	37023.32993
2491	37014.97726
2492	37009.31508
2493	37005.18867
2494	36991.909
2495	36983.1377
2496	36974.83846
2497	36970.05689
2498	36966.7752
2499	36959.62967
2500	36956.04326
2501	36949.42271
2502	36946.19164
2503	36938.68583
2504	36934.76497
2505	36930.89832
2506	36922.78172
2507	36918.96492
2508	36913.6943
2509	36909.44881
2510	36903.00135
2511	36884.97401
2512	36878.99198
2513	36873.56072
2514	36860.73602
2515	36856.09109
2516	36849.79003
2517	36840.04257
2518	36834.39365
2519	36830.888
2520	36824.38362
2521	36815.3551
2522	36807.25414
2523	36804.24454
2524	36800.59387
2525	36791.30689
2526	36782.45338
2527	36773.55753
2528	36768.98956
2529	36759.28669
2530	36754.11815
2531	36748.07021
2532	36734.88962
2533	36725.76428
2534	36718.53997
2535	36699.91962
2536	36690.85584
2537	36676.85392
2538	36667.288
2539	36656.51633
2540	36647.30578
2541	36645.17763
2542	36640.88564
2543	36628.02175
2544	36616.98359
2545	36610.98488
2546	36606.32664
2547	36599.95141
2548	36598.18948
2549	36593.93562
2550	36583.62934
2551	36578.77231
2552	36572.94085
2553	36561.7667
2554	36551.21585
2555	36547.72405
2556	36546.51985
2557	36542.23534
2558	36537.98882
2559	36531.95011
2560	36529.5361
2561	36523.12362
2562	36519.22492
2563	36502.65053
2564	36497.24528
2565	36488.14134
2566	36485.74515
2567	36476.80707
2568	36470.68992
2569	36459.30386
2570	36456.37338
2571	36452.19201
2572	36444.40367
2573	36434.75393
2574	36430.01686
2575	36419.64283
2576	36415.3716
2577	36408.61691
2578	36402.01421
2579	36390.37214
2580	36382.82045
2581	36376.47051
2582	36370.44541
2583	36360.5345
2584	36353.26693
2585	36346.11817
2586	36340.53013
2587	36340.2421
2588	36335.68918
2589	36332.10509
2590	36325.01608
2591	36318.57494
2592	36306.2825
2593	36302.82985
2594	36295.58908
2595	36290.73053
2596	36282.35457
2597	36274.71216
2598	36264.93861
2599	36260.25672
2600	36255.31739
2601	36246.3439
2602	36231.75633
2603	36221.00861
2604	36209.40988
2605	36204.05606
2606	36195.74037
2607	36191.03719
2608	36188.42531
2609	36176.42686
2610	36173.67634
2611	36164.2443
2612	36160.31158
2613	36154.17136
2614	36152.90495
2615	36150.05726
2616	36144.23714
2617	36137.98953
2618	36132.58344
2619	36123.00997
2620	36116.57539
2621	36115.21905
2622	36106.96242
2623	36101.9926
2624	36095.06267
2625	36088.4129
2626	36085.67549
2627	36082.03179
2628	36077.74875
2629	36066.09848
2630	36059.22017
2631	36056.2164
2632	36047.98271
2633	36041.28866
2634	36034.454
2635	36026.93963
2636	36022.7096
2637	36020.51011
2638	36014.52813
2639	36010.03647
2640	36005.85482
2641	35996.09601
2642	35987.86731
2643	35977.31843
2644	35967.49245
2645	35953.13637
2646	35947.58548
2647	35941.78176
2648	35937.3822
2649	35930.44914
2650	35920.92584
2651	35915.35501
2652	35911.23898
2653	35909.56757
2654	35905.82752
2655	35902.2745
2656	35895.42757
2657	35884.14097
2658	35881.26379
2659	35876.96588
2660	35874.92363
2661	35872.83168
